alarm_id,category,code,description,message,system
PS1592,CNC,1592,"OF RECORD The EOR (End of Record) code is specified in the middle of a block. This alarm is also generated when the percentage at the end of the NC program is read. For the program restart function, this alarm is generated if a specified block is not found.",END,FANUC
PS1593,CNC,1593,"PARAMETER SETTING ERROR M Error in setting a parameter related to the EGB 1) The setting of SYN, bit 0 of parameter No. 2011, is not correct. 2) The slave axis specified with G81 is not set as a rotation axis. (ROT, bit 0 of parameter No. 1006) 3) Number of pulses per rotati on (Parameter (No. 7772 or No. 7773) is not set.)",EGB,FANUC
PS1594,CNC,1594,"FORMAT ERROR M Error in the format of the block of an EGB command 1) T (number of teeth) is not specified in the G81 block. 2) In the G81 block, the data specified for one of T, L, P, and Q is out of its valid range. 3) n the G81 block, only one of P and Q is specified.",EGB,FANUC
PS1595,CNC,1595,"IN EGB MODE M During synchronization with the EGB, a command that must not be issued is issued. 1) Slave axis command using G 27, G28, G29, G30, G33, G53, etc. 2) Inch/metric conversion command using G20, G21, etc.",ILL-COMMAND,FANUC
PS1596,CNC,1596,OVERFLOW M An overflow occurred in the calculation of the synchronization coefficient.,EGB,FANUC
PS1805,CNC,1805,"COMMAND [I/O Device] An attempt was made to specify an illegal command during I/O processing on an I/O device. [G30 Reference Position Return] The address P numbers for specifying the 2nd, 3rd, and 4th reference position returns are not 2, 3, and 4. [Single Rotation Dwell] The specified spindle rotation is “0” when single rotation dwell is specified.",ILLEGAL,FANUC
PS1806,CNC,1806,TYPE MISS MATCH An operation not possible on the I/O device that is currently selected in the setting was specified. This alarm is also generated when file rewind is instructed even though the I/O device is not a FANUC Cassette.,DEVICE,FANUC
PS1807,CNC,1807,"SETTING ERROR An illegal I/O interface is specified. The external I/O device and baud rate, stop bit and protocol selection settings are erroneous. A.ALARM LIST APPENDIX B-64305EN/03",PARAMETER,FANUC
PS1808,CNC,1808,DOUBLE OPENED An attempt was made to open a device that is being accessed.,DEVICE,FANUC
PS1820,CNC,1820,"DI SIGNAL STATE 1) An each axis workpiece coordinate system preset signal was turned “1” in the state in which all axes on the path including the axis on which to perform preset with the each axis workpiece coordinate system were not stopped or in which a command was in execution. 2) When the M code for performi ng preset with an each axis workpiece coordinate system preset signal is specified, the each axis workpiece coordinate system preset signal is not input. 3) The auxiliary function lock is enabled.",ILLEGAL,FANUC
PS1823,CNC,1823,ERROR(1) The stop bit of the character received from the I/O device connected to reader/punch interface 1 was not detected.,FRAMING,FANUC
PS1832,CNC,1832,ERROR(2) The next character was received from the I/O device connected to reader/punch interface 2 before it could read a previously received character.,OVERRUN,FANUC
PS1833,CNC,1833,ERROR(2) The stop bit of the character received from the I/O device connected to reader/punch interface 2 was not detected.,FRAMING,FANUC
PS1834,CNC,1834,OVERFLOW(2) The NC received more than 10 characters of data from the I/O device connected to reader/punch interface 2 even though the NC sent a stop code (DC3) during data reception.,BUFFER,FANUC
PS1912,CNC,1912,DRIVER ERROR (OPEN) An error occurred during device driver control.,V-DEVICE,FANUC
PS1960,CNC,1960,ERROR (MEMORY CARD) Illegal memory card accessing This alarm is also generated during reading when reading is executed up to the end of the file without detection of the EOR code.,ACCESS,FANUC
PS1962,CNC,1962,FULL (MEMORY CARD) The memory card has run out of space.,CARD,FANUC
PS1963,CNC,1963,PROTECTED (MEMORY CARD) The memory card is write–protected.,CARD,FANUC
PS1965,CNC,1965,FULL (MEMORY CARD) The file could not be generated in the root directory for the memory card.,DIRECTORY,FANUC
PS1966,CNC,1966,NOT FOUND (MEMORY CARD) The specified file could not be found on the memory card.,FILE,FANUC
PS1967,CNC,1967,PROTECTED (MEMORY CARD) The memory card is write–protected.,FILE,FANUC
PS1968,CNC,1968,FILE NAME (MEMORY CARD) Illegal memory card file name,ILLEGAL,FANUC
PS1969,CNC,1969,FORMAT (MEMORY CARD) Check the file name.,ILLEGAL,FANUC
PS1970,CNC,1970,CARD (MEMORY CARD) This memory card cannot be handled.,ILLEGAL,FANUC
PS1971,CNC,1971,ERROR (MEMORY CARD) An error occurred during memory card erase.,ERASE,FANUC
PS1972,CNC,1972,LOW (MEMORY CARD) The memory card battery is low.,BATTERY,FANUC
PS1973,CNC,1973,ALREADY EXIST A file having the same name already exists on the memory card.,FILE,FANUC
PS2032,CNC,2032,"ETHERNET/DATA SERVER ERROR An error was returned in the built-in Ethernet/data server function. For details, see the error message screen of the built-in Ethernet or data server. 2051 #200-#499ILLEGAL P-CODE MACRO COMMON INPUT(NO OPTION) An attempt was made to enter a custom macro common variable not existing in the system. B-64305EN/03 APPENDIX A.ALARM LIST 2052 #500-#549P-CODE MACRO COMMON SELECT(CANNOT USE SETVN) The variable name cannot be entered. The SETVN command cannot be used with the P-CODE macro common variables #500 to #549.",EMBEDDED,FANUC
PS2053,CNC,2053,VARIABLE NUMBER IS OUTSIDE OF RANGE An attempt was made to enter a P-CODE-only variable not existing in the system.,P-CODE,FANUC
PS2054,CNC,2054,P-CODE VARIABLE NUMBER IS OUTSIDE OF RANGE An attempt was made to enter an extended P-CODE-only variable not existing in the system.,EXTENDED,FANUC
PS4010,CNC,4010,REAL VALUE OF OBUF : The real value for a output buffer is in error.,ILLEGAL,FANUC
PS5006,CNC,5006,"MANY WORD IN ONE BLOCK The number of words in a block exceeds the maximum. The maximum is 26 words. However, this figure varies according to NC options. Divide the instruction word into two blocks.",TOO,FANUC
PS5007,CNC,5007,"LARGE DISTANCE Due to compensation, point of intersection calculation, interpolation or similar reasons, a movement distance that exceeds the maximum permissible distance was specified. Check the programmed coordinates or compensation amounts.",TOO,FANUC
PS5009,CNC,5009,ZERO (DRY RUN) The dry run f eedrate parameter No. 1410 or maximum cutting feedrate parameter No. 1430 for each axis has been set to 0.,PARAMETER,FANUC
PS5010,CNC,5010,OF RECORD The EOR (End of Record) code is specified in the middle of a block. This alarm is also generated when the percentage at the end of the NC program is read.,END,FANUC
PS5011,CNC,5011,ZERO (CUT MAX) The maximu m cutting feedrate parameter No. 1430 has been set to 0.,PARAMETER,FANUC
PS5014,CNC,5014,DATA NOT FOUND A transfer could not be made because of no trace data.,TRACE,FANUC
PS5016,CNC,5016,"COMBINATION OF M CODES M codes which belonged to the same group were specified in a block. Alternatively, an M code which must be specified without other M codes in the block was specified in a block with other M codes.",ILLEGAL,FANUC
PS5018,CNC,5018,"SPINDLE SPEED ERROR T In G51.2 mode, the speed of the spindle or polygon synchronous axis either exceeds the clamp value or is too small. The specified rotation speed ratio thus cannot be maintained. For polygon turning between spindles: More information as to why this alarm occurred is indicated in DGN No. 471.",POLYGON,FANUC
PS5020,CNC,5020,"OF RESTART ERROR An invalid value is set in parameter No. 7310, which specifies the axis order in which the tool is moved along axes to the machining restart position in dry run. A value ranging from 1 to the number of controlled axes may be set in this parameter.",PARAMETER,FANUC
PS5046,CNC,5046,PARAMETER (S-COMP) M The setting of a parameter related to simple straightness compensation contains an error. Possible causes include: 1) A non-existent axis number is set in a moving or compensation axis parameter. 2) The simple straightness compensation point numbers do not have correct magnitude relationships. 3) No simple straightness compensation point is found between the furthest pitch error compensation point in the negative region and that in the positive region. 4) The compensation per compens ation point is either too large or too small.,ILLEGAL,FANUC
